time,seconds_elapsed,z,y,x
1683385914206201900,0.150201904296875,-0.01771509274840355,0.06475171446800232,-0.14966198801994324
1683385914216778200,0.1607783203125,-0.01771509274840355,0.06475171446800232,-0.14966198801994324
1683385914226771500,0.170771484375,-0.01771509274840355,0.06475171446800232,-0.14966198801994324
1683385914236798000,0.1807978515625,-0.01771509274840355,0.06475171446800232,-0.14966198801994324
1683385914246760400,0.190760498046875,0.02321287989616394,0.02015855349600315,-0.001832595793530345
1683385914256787000,0.200786865234375,0.021991148591041565,0.021991148591041565,-0.0012217304902151227
1683385914266780000,0.21077978515625,0.021380282938480377,0.021380282938480377,-0.003054326167330146
1683385914276776000,0.22077587890625,0.02076941914856434,0.021991148591041565,-0.001832595793530345
1683385914286769000,0.230768798828125,0.022602014243602753,0.021380282938480377,-0.0024434609804302454
1683385914296800800,0.24080078125,0.02382374368607998,0.022602014243602753,-0.003054326167330146
1683385914306758000,0.2507578125,0.022602014243602753,0.021380282938480377,-0.0024434609804302454
1683385914316789800,0.260789794921875,0.02321287989616394,0.02076941914856434,-0.001832595793530345
1683385914326777600,0.270777587890625,0.021991148591041565,0.021991148591041565,-0.001832595793530345
1683385914336778800,0.28077880859375,0.022602014243602753,0.021380282938480377,-0.0024434609804302454
1683385914346766600,0.2907666015625,0.022602014243602753,0.02076941914856434,-0.0024434609804302454
1683385914356798500,0.300798583984375,0.022602014243602753,0.021380282938480377,-0.0024434609804302454
1683385914366755300,0.31075537109375,0.022602014243602753,0.02076941914856434,-0.0024434609804302454
1683385914376787500,0.320787353515625,0.02321287989616394,0.021380282938480377,-0.0024434609804302454
1683385914386775000,0.330775146484375,0.02321287989616394,0.02015855349600315,-0.00366519158706069
1683385914396776400,0.3407763671875,0.02321287989616394,0.019547687843441963,-0.003054326167330146
1683385914406764000,0.350763916015625,0.02321287989616394,0.021380282938480377,-0.001832595793530345
1683385914416796000,0.3607958984375,0.02321287989616394,0.021380282938480377,-0.0024434609804302454
1683385914426753000,0.3707529296875,0.02321287989616394,0.02321287989616394,-0.001832595793530345
1683385914436784600,0.38078466796875,0.02321287989616394,0.021380282938480377,-0.003054326167330146
1683385914446772700,0.390772705078125,0.02321287989616394,0.021380282938480377,-0.003054326167330146
1683385914456774000,0.40077392578125,0.021991148591041565,0.021991148591041565,-0.0012217304902151227
1683385914466761500,0.410761474609375,0.021991148591041565,0.021380282938480377,-0.0012217304902151227
1683385914476793600,0.420793701171875,0.022602014243602753,0.021991148591041565,-0.001832595793530345
1683385914486781200,0.43078125,0.02382374368607998,0.02076941914856434,-0.0012217304902151227
1683385914496782300,0.4407822265625,0.022602014243602753,0.021380282938480377,-0.001832595793530345
1683385914506770400,0.4507705078125,0.021991148591041565,0.02015855349600315,-0.0024434609804302454
1683385914516802000,0.460802001953125,0.021991148591041565,0.021380282938480377,-0.001832595793530345
1683385914526759400,0.470759521484375,0.022602014243602753,0.021380282938480377,-0.001832595793530345
1683385914536790800,0.480790771484375,0.021991148591041565,0.02076941914856434,-0.0006108652451075613
1683385914546778600,0.490778564453125,0.02321287989616394,0.021991148591041565,-0.001832595793530345
1683385914556780000,0.500780029296875,0.02321287989616394,0.021991148591041565,-0.003054326167330146
1683385914566767600,0.510767578125,0.022602014243602753,0.019547687843441963,-0.001832595793530345
1683385914576799500,0.520799560546875,0.022602014243602753,0.02076941914856434,-0.0024434609804302454
1683385914586756900,0.5307568359375,0.02382374368607998,0.022602014243602753,-0.001832595793530345
1683385914596788700,0.540788818359375,0.022602014243602753,0.021380282938480377,-0.0012217304902151227
1683385914606776300,0.5507763671875,0.022602014243602753,0.02015855349600315,0.0006108652451075613
1683385914616777500,0.560777587890625,0.02382374368607998,0.02015855349600315,-0.0024434609804302454
1683385914626765300,0.570765380859375,0.022602014243602753,0.021380282938480377,-0.0024434609804302454
1683385914636797000,0.580796875,0.022602014243602753,0.02076941914856434,-0.003054326167330146
1683385914646754300,0.59075439453125,0.022602014243602753,0.021380282938480377,-0.001832595793530345
1683385914656786400,0.600786376953125,0.022602014243602753,0.02321287989616394,-0.001832595793530345
1683385914666773800,0.610773681640625,0.02321287989616394,0.02015855349600315,-0.0024434609804302454
1683385914676775400,0.620775390625,0.02382374368607998,0.021991148591041565,-0.0024434609804302454
1683385914686763000,0.630762939453125,0.021991148591041565,0.021380282938480377,-0.0024434609804302454
1683385914696794600,0.640794677734375,0.021991148591041565,0.021380282938480377,-0.0024434609804302454
1683385914706752000,0.650751953125,0.022602014243602753,0.02076941914856434,-0.0024434609804302454
