time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1683385914216616400,0.160616455078125,0.10063636302947998,-0.001878567156381905,-0.005616850685328245,0.9949057102203369,-0.0026076524518430233,0.011554834432899952,-0.2016025185585022
1683385914226626300,0.170626220703125,-0.18108977377414703,-0.00023885740665718913,-0.006012849044054747,0.9834482073783875,-0.00264772423543036,0.011740411631762981,0.3642110824584961
1683385914236636000,0.180635986328125,-0.18031686544418335,-0.00022995925974100828,-0.006047263275831938,0.9835900068283081,-0.002633405150845647,0.011813398450613022,0.362639456987381
1683385914246615300,0.190615234375,-0.17878882586956024,-0.0003360578848514706,-0.006128726527094841,0.9838683009147644,-0.0028529763221740723,0.011939836665987968,0.35953447222709656
1683385914256625200,0.200625244140625,-0.1853971630334854,-0.00029781306511722505,-0.006131412461400032,0.9826444983482361,-0.002858989406377077,0.011939853429794312,0.3729762136936188
1683385914266634800,0.210634765625,-0.18164761364459991,-0.0003157696919515729,-0.006126105785369873,0.983344554901123,-0.0028468123637139797,0.011933711357414722,0.365347295999527
1683385914276614100,0.2206142578125,-0.1871306151151657,-0.0002775233006104827,-0.006133194547146559,0.9823159575462341,-0.0028408546932041645,0.01194588840007782,0.37650489807128906
1683385914286624000,0.2306240234375,-0.19109340012073517,-0.00024688869598321617,-0.006133093032985926,0.9815527200698853,-0.00282886135391891,0.011945834383368492,0.3845761716365814
1683385914296633600,0.240633544921875,-0.18837621808052063,-0.0002602887398097664,-0.006134808994829655,0.9820778369903564,-0.0028227572329342365,0.011951940134167671,0.3790411353111267
1683385914306613000,0.250613037109375,-0.19228655099868774,-0.00022557677584700286,-0.0061400458216667175,0.9813196659088135,-0.0028042267076671124,0.011964229866862297,0.3870075047016144
1683385914316622600,0.26062255859375,-0.18791598081588745,-0.0002493502397555858,-0.006141395308077335,0.9821658730506897,-0.002798143308609724,0.011970310471951962,0.3781037926673889
1683385914326632400,0.270632568359375,-0.1884216070175171,-0.0002461507392581552,-0.00614152429625392,0.9820690155029297,-0.002798069966956973,0.01197032630443573,0.3791334331035614
1683385914336611800,0.28061181640625,-0.185011625289917,-0.0002615088887978345,-0.006139502860605717,0.9827171564102173,-0.0027859406545758247,0.011970311403274536,0.3721912205219269
1683385914346621400,0.290621337890625,-0.19184386730194092,-0.00021520655718632042,-0.006143585778772831,0.9814062714576721,-0.0027798316441476345,0.011976420879364014,0.38610517978668213
1683385914356631000,0.300631103515625,-0.18991176784038544,-0.00022671936312690377,-0.006146145053207874,0.9817819595336914,-0.002779831876978278,0.01198252197355032,0.38216856122016907
1683385914366610400,0.3106103515625,-0.1938232183456421,-0.00019862194312736392,-0.006149412132799625,0.9810172319412231,-0.0027737035416066647,0.01198865007609129,0.3901396691799164
1683385914376620300,0.320620361328125,-0.19340835511684418,-0.0002006340801017359,-0.006152310874313116,0.9810990691184998,-0.0027737035416066647,0.011994731612503529,0.38929396867752075
1683385914386630100,0.330630126953125,-0.18750281631946564,-0.0005200811428949237,-0.005757717881351709,0.9822471141815186,-0.0031810749787837267,0.011116200126707554,0.37726259231567383
1683385914396609300,0.340609375,-0.1912328153848648,-0.000499413930810988,-0.00576922157779336,0.9815276861190796,-0.003187109250575304,0.011134522967040539,0.38486024737358093
1683385914406619100,0.350619140625,-0.18496102094650269,-0.000541083631105721,-0.005773052107542753,0.9827287793159485,-0.003199260449036956,0.011146760545670986,0.37208858132362366
1683385914416629000,0.36062890625,-0.19527293741703033,-0.000477389432489872,-0.005777824204415083,0.9807317852973938,-0.0031930911354720592,0.011146780103445053,0.3930959701538086
1683385914426608000,0.370608154296875,-0.19054830074310303,-0.0005015779752284288,-0.0057778856717050076,0.9816607236862183,-0.003186894813552499,0.011152928695082664,0.38346558809280396
1683385914436617700,0.38061767578125,-0.18145686388015747,-0.0005430218297988176,-0.005770792718976736,0.9833818674087524,-0.0031624974217265844,0.011152947321534157,0.3649592399597168
