time,seconds_elapsed,z,y,x
1683474283716441600,0.164441650390625,9.006986618041992,2.6144683361053467,-1.764526605606079
1683474283726720300,0.17472021484375,9.21288776397705,2.647987127304077,-1.9249382019042969
1683474283736699400,0.184699462890625,9.622296333312988,2.5785553455352783,-2.5785553455352783
1683474283746709200,0.194709228515625,9.854534149169922,2.762908697128296,-3.3734302520751953
1683474283756719000,0.204718994140625,9.607931137084961,2.5546131134033203,-2.4181437492370605
1683474283766698200,0.2146982421875,9.725247383117676,2.5282769203186035,-1.800439715385437
1683474283776708000,0.2247080078125,9.883264541625977,2.6647465229034424,-1.4221558570861816
1683474283786718000,0.234718017578125,9.995792388916016,2.846705913543701,-1.1276689767837524
1683474283796727800,0.244727783203125,9.928754806518555,2.6623523235321045,-1.2545616626739502
1683474283806706700,0.254706787109375,9.627084732055664,2.406172752380371,-1.534683346748352
1683474283816716500,0.264716552734375,9.253589630126953,2.604891538619995,-1.580173134803772
1683474283826726100,0.27472607421875,8.93037223815918,2.7126305103302,-1.434126853942871
1683474283836705500,0.28470556640625,8.746018409729004,2.849100112915039,-1.403002142906189
1683474283846715400,0.29471533203125,8.556877136230469,2.9975404739379883,-1.5107412338256836
1683474283856725200,0.304725341796875,8.415618896484375,3.045424461364746,-1.5969325304031372
1683474283866704400,0.314704345703125,8.250418663024902,3.0597896575927734,-1.6903064250946045
1683474283876714200,0.32471435546875,8.14028549194336,3.0573954582214355,-1.6615760326385498
1683474283886723800,0.334723876953125,8.178592681884766,3.045424461364746,-1.5322890281677246
1683474283896703000,0.344702880859375,8.513781547546387,3.069366693496704,-1.2497732639312744
1683474283906712800,0.354712890625,9.016563415527344,3.1483752727508545,-1.0127472877502441
1683474283916722700,0.36472265625,9.260771751403809,3.1747114658355713,-0.9409212470054626
1683474283926701800,0.374701904296875,9.339780807495117,3.1507694721221924,-1.0031704902648926
1683474283936711700,0.384711669921875,9.437943458557129,3.1052796840667725,-1.0893617868423462
1683474283946721300,0.39472119140625,9.370905876159668,3.045424461364746,-1.2090718746185303
1683474283956700700,0.40470068359375,9.193734169006348,3.047818660736084,-1.3766659498214722
1683474283966710500,0.41471044921875,9.255983352661133,3.136404275894165,-1.3766659498214722
1683474283976720400,0.424720458984375,9.215282440185547,3.162740468978882,-1.3742717504501343
1683474283986699500,0.434699462890625,9.121908187866211,3.2345664501190186,-1.3192051649093628
1683474283996709000,0.444709228515625,8.978256225585938,3.2824504375457764,-1.1300631761550903
1683474284006719000,0.454718994140625,8.880094528198242,3.4404678344726562,-0.9959878921508789
1683474284016698000,0.464697998046875,8.508993148803711,2.6862943172454834,-1.7597382068634033
1683474284026708000,0.4747080078125,8.22887134552002,2.583343744277954,-2.056619167327881
1683474284036717800,0.4847177734375,8.4108304977417,3.4835634231567383,-1.6280571222305298
1683474284046727400,0.4947275390625,8.746018409729004,3.2297780513763428,-1.235408067703247
1683474284056706800,0.504706787109375,9.282320022583008,2.875436305999756,-1.6400281190872192
1683474284066716700,0.514716552734375,9.38048267364502,3.117250680923462,-1.9105730056762695
1683474284076726300,0.524726318359375,9.385271072387695,3.2297780513763428,-1.98958158493042
1683474284086705700,0.53470556640625,9.521739959716797,3.270479440689087,-2.049436569213867
1683474284096715300,0.54471533203125,9.627084732055664,3.2992098331451416,-1.9369091987609863
1683474284106725000,0.55472509765625,9.670180320739746,3.3255462646484375,-1.745373010635376
1683474284116704300,0.564704345703125,9.62947940826416,3.359065055847168,-1.381454348564148
1683474284126714000,0.574714111328125,9.349357604980469,3.423708438873291,-1.0678139925003052
1683474284136723700,0.5847236328125,8.975862503051758,3.4548330307006836,-0.8140285611152649
1683474284146703000,0.594703125,8.741230010986328,3.7181951999664307,-1.1061211824417114
1683474284156713000,0.604712890625,8.585607528686523,3.4548330307006836,-1.0534487962722778
1683474284166722600,0.61472265625,8.573636054992676,3.268085241317749,-1.01753568649292
1683474284176702000,0.624701904296875,8.676587104797363,3.2992098331451416,-1.0582371950149536
1683474284186711800,0.6347119140625,8.738836288452148,3.339911460876465,-1.0630255937576294
1683474284196721700,0.6447216796875,8.760383605957031,3.4165258407592773,-1.1085153818130493
1683474284206700800,0.65470068359375,8.951920509338379,3.890577793121338,-1.3239935636520386
1683474284216710400,0.66471044921875,8.990227699279785,3.885789394378662,-1.4484920501708984
1683474284226720300,0.67472021484375,8.884882926940918,2.8419175148010254,-1.3862427473068237
1683474284236699400,0.684699462890625,8.734047889709473,2.5043349266052246,-1.01753568649292
1683474284246709200,0.694709228515625,8.75080680847168,2.8443117141723633,-0.20350714027881622
1683474284256719000,0.704718994140625,8.87291145324707,3.0166940689086914,0.4620809257030487
1683474284266698200,0.7146982421875,9.136273384094238,2.9305028915405273,0.7924807667732239
1683474284276708000,0.7247080078125,9.579200744628906,2.8610711097717285,0.8355764150619507
1683474284286718000,0.734718017578125,9.998186111450195,2.892195701599121,0.7134721279144287
1683474284296727600,0.7447275390625,10.160991668701172,2.9328970909118652,0.5913678407669067
